uid,sn,test_id,split,P,T,R,ignition_time,true_thrust,is_anomalous,is_valid,maneuver_type,maneuver_type_id,thrust_profile,estimated_delta_v,delta_v_min,delta_v_max,duration_min,duration_max
1130,11,86,train,1.1960263591344713,465.68,3.660185675573017,102.29,0.798056082260932,False,1,STATION_KEEPING,4,pulsed,0.7432775127745417,0.01,1.0,1.0,60.0
1131,11,87,train,0.9691955539282988,475.6,3.664035791419263,92.42,0.6881439832541812,False,1,STATION_KEEPING,4,pulsed,0.6545625568713772,0.01,1.0,1.0,60.0
1132,11,88,train,0.8703924589667533,476.82,3.857496354859332,91.35,0.5600747400241546,False,1,STATION_KEEPING,4,pulsed,0.5341096750766348,0.01,1.0,1.0,60.0
1133,11,89,train,0.7104799453421522,475.75,4.337086879572905,92.4,0.4625296694528767,True,1,STATION_KEEPING,4,pulsed,0.44009698048441215,0.01,1.0,1.0,60.0
1134,11,90,train,0.5021690948569981,475.72,4.051941195148418,92.42,0.3660387634494013,False,1,STATION_KEEPING,4,pulsed,0.3482639210962984,0.01,1.0,1.0,60.0
1135,11,91,train,0.6355649403562179,299.91,3.3324568204366964,1.32,0.3325143496192132,True,1,STATION_KEEPING,4,pulsed,0.19944875718859648,0.01,1.0,1.0,60.0
1136,11,92,train,0.5068734847452242,299.98,1.072412958383923,1.25,0.2631189182034119,True,1,STATION_KEEPING,4,pulsed,0.157860826165319,0.01,1.0,1.0,60.0
1137,11,93,train,0.6592436198950296,476.79,4.914257998932048,91.33,0.3127773512635109,True,1,STATION_KEEPING,4,pulsed,0.2982582266178588,0.01,1.0,1.0,60.0
1138,11,94,train,0.5129906351814288,450.36,3.818400235043897,117.74,0.2820902567906389,True,1,STATION_KEEPING,4,pulsed,0.2540843360964643,0.01,1.0,1.0,60.0
1139,11,95,train,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1140,11,96,train,0.359426832615308,0.0,,1.65,0.4396144058397029,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1141,11,97,train,0.5768974195123712,205.89,6.328287355043638,1.34,0.3198391506397804,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1142,11,98,train,0.5648372375289976,745.9300000000001,21.41227804828068,1.31,0.3182409063736842,True,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1143,11,99,train,0.0,2278.79,18.033037741732016,1.2,0.1081619159315659,True,0,STATION_KEEPING,4,pulsed,0.4929565848113861,0.01,1.0,1.0,60.0
1144,11,100,train,0.5934339195170233,1393.64,2.809062075771202,2.75,0.4966937561340622,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
1145,11,101,train,0.0,0.0,,,0.0,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
1146,11,102,train,0.5470906596005968,1101.92,8.657597269771662,1.27,0.3086204359854442,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1147,11,103,train,0.4220894380698742,201.2,4.063845834942559,1.47,0.4310375040959193,False,1,PHASE_ADJUSTMENT,2,continuous,0.17344949164819792,0.1,10.0,10.0,300.0
1148,11,104,train,0.3253660751821653,0.01,,185.62,0.412528393498654,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1149,11,105,train,0.0,0.12,1.2954495269416668,35.51,0.3630099504353608,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1150,11,106,train,0.5074205056488822,205.92,9.21021759884534,1.28,0.2636215641156071,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1151,11,107,train,0.5154580659744123,745.92,19.572283102299203,1.31,0.2604928553729296,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1152,11,108,train,0.0,2245.73,20.348169953263685,1.2,0.1069849683948125,False,0,STATION_KEEPING,4,pulsed,0.48051870614656456,0.01,1.0,1.0,60.0
1153,11,109,train,0.3473261492073887,1191.24,2.619653021928672,127.2,0.3929787320251865,False,1,STATION_KEEPING,4,pulsed,0.9362639694753664,0.01,1.0,1.0,60.0
1154,11,110,train,0.3113362023582151,0.05,,110.94,0.4010335108578329,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
1155,11,111,train,0.4366150520705329,1017.94,2.670654567225181,1.27,0.2491476538553264,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1156,11,112,train,0.3534412210649172,273.47,9.07411049747578,1.46,0.3001030914447528,False,1,PHASE_ADJUSTMENT,2,continuous,0.1641383848347931,0.1,10.0,10.0,300.0
1157,12,1,train,2.265832967079694,299.97,2.96563937792463,1.25,1.2328185450593134,False,1,STATION_KEEPING,4,pulsed,0.7396171579228845,0.01,1.0,1.0,60.0
1158,12,2,train,1.8851284613851365,299.98,2.899243042517273,1.25,1.0568826188647458,False,1,STATION_KEEPING,4,pulsed,0.634087296014093,0.01,1.0,1.0,60.0
1159,12,3,train,1.6213836651515503,299.98,6.698344048008572,1.25,0.8975092800200049,False,1,STATION_KEEPING,4,pulsed,0.5384696676408021,0.01,1.0,1.0,60.0
1160,12,4,train,1.3704428382925602,299.99,8.167571245106851,1.23,0.7445342993181229,False,1,STATION_KEEPING,4,pulsed,0.4467056889048874,0.01,1.0,1.0,60.0
1161,12,5,train,1.1700161429354197,299.95,46.24086791376374,1.28,0.6043295150406014,False,1,STATION_KEEPING,4,pulsed,0.3625372760728568,0.01,1.0,1.0,60.0
1162,12,6,train,1.0399395119781212,299.94,19.26850619289217,1.27,0.4789168304592696,True,1,STATION_KEEPING,4,pulsed,0.2872926282559066,0.01,1.0,1.0,60.0
1163,12,7,train,1.6446713175219685,476.83,3.6968022941064462,91.29,1.149118514180523,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
1164,12,8,train,1.8396170972727568,473.56,3.598629478644636,94.59,1.0194825130723095,False,1,STATION_KEEPING,4,pulsed,0.9655722777810459,0.01,1.0,1.0,60.0
1165,12,9,train,1.4778655602376856,473.54,4.03752125543408,94.6,0.8683120453502928,False,1,STATION_KEEPING,4,pulsed,0.8223609719103554,0.01,1.0,1.0,60.0
1166,12,10,train,1.3308352891195026,476.81,3.803267405442449,91.27,0.730618391560218,True,1,STATION_KEEPING,4,pulsed,0.6967323105596551,0.01,1.0,1.0,60.0
1167,12,11,train,0.9074184804448772,476.88,4.0380694833325,91.28,0.5959148471841484,False,1,STATION_KEEPING,4,pulsed,0.5683597446503534,0.01,1.0,1.0,60.0
1168,12,12,train,0.6732938742942846,466.92,3.5822005503799947,101.22,0.4644450756834035,False,1,STATION_KEEPING,4,pulsed,0.4337173894761895,0.01,1.0,1.0,60.0
1169,12,13,train,0.0,0.04,,23.76,2.261386942258553,False,0,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1170,12,14,train,0.0,1.07,1.20398622019346,33.5,1.7784208832604966,True,0,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1171,12,15,train,1.9338676283402247,205.9,5.139492799689258,1.28,1.1851766873264538,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1172,12,16,train,2.1292878159091715,745.9300000000001,21.42501582279134,1.28,1.19036969122702,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1173,12,17,train,0.0,2218.2000000000003,14.444773618780529,1.25,0.5194127938944447,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
1174,12,18,train,2.3364506599800587,1488.16,1.7407384672295512,17.32,1.7402130801068656,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
1175,12,19,train,1.587058590379597,0.04,,263.62,1.9450786747734965,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
1176,12,20,train,1.8960239463023845,1079.97,4.167238161952821,1.26,1.1452813317147674,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1177,12,21,train,1.763465559256375,302.5,21.150664275854748,1.38,1.3177899578979817,False,1,PHASE_ADJUSTMENT,2,continuous,0.7972629245282788,0.1,10.0,10.0,300.0
1178,12,22,train,0.0,0.0,,,0.0,False,0,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1179,12,23,train,1.3267317656508104,0.97,1.2935034290443397,1.83,1.3838268827167934,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1180,12,24,train,1.7834527070943904,205.96,4.99339049561977,1.27,0.9724972699061324,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1181,12,25,train,1.7279446501433675,745.9300000000001,9.297335234158115,1.27,0.985833575731593,True,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1182,12,26,train,0.0,2343.4700000000003,2.1135597271347137,1.21,0.4364227837926244,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
1183,12,27,train,1.6918410092036371,1454.01,28.124846534254623,5.92,1.4775623109266942,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
1184,12,28,train,1.2817408073435348,208.06,3.45300512683188,54.64,1.5768959425397022,False,1,ATTITUDE_CONTROL,9,pulsed,0.1,0.001,0.1,0.1,10.0
1185,12,29,train,1.79841621508273,995.95,2.417081197650968,1.27,0.944575200438697,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1186,12,30,train,1.6611986939476824,310.53000000000003,4.173212044406553,1.42,1.173837849727671,True,1,PHASE_ADJUSTMENT,2,continuous,0.7290237349518673,0.1,10.0,10.0,300.0
1187,12,31,train,1.007883501805098,149.16,13.29703074858698,4.49,1.2896354105923424,False,1,PHASE_ADJUSTMENT,2,continuous,0.3847240356879076,0.1,10.0,10.0,300.0
1188,12,32,train,1.0237580349471,1.14,1.3251164819483137,8.52,1.161764899387899,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1189,12,33,train,2.0163875004007537,205.95,6.311395443034167,1.27,0.8216918253335214,True,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1190,12,34,train,1.367379217411852,745.88,19.360171779901503,1.28,0.8081913638844496,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1191,12,35,train,0.0,2295.07,10.541617544696624,1.21,0.3479799770546563,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
1192,12,36,train,1.187393277661329,1478.75,3.142649189480477,1.55,1.1826981514901362,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
1193,12,37,train,0.0,0.0,,,0.0,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
1194,12,38,train,1.382007623026681,952.92,5.35572580081497,1.26,0.7757979867857916,True,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1195,12,39,train,1.2927206738063324,321.22,6.467341365940713,2.39,0.9296103048083476,False,1,PHASE_ADJUSTMENT,2,continuous,0.5972188442210749,0.1,10.0,10.0,300.0
1196,12,40,train,2.1098792484247046,299.97,18.62270546145212,1.25,1.0642517311366604,False,1,STATION_KEEPING,4,pulsed,0.6384871835781281,0.01,1.0,1.0,60.0
1197,12,41,train,1.632931651928389,299.96,2.9542746253232144,1.25,0.9161949868502414,False,1,STATION_KEEPING,4,pulsed,0.5496436965111967,0.01,1.0,1.0,60.0
1198,12,42,train,1.3834472561152706,299.99,12.94795258610006,1.23,0.7744935487758865,False,1,STATION_KEEPING,4,pulsed,0.4646806393945564,0.01,1.0,1.0,60.0
1199,12,43,train,1.0258759750243966,299.99,2.738492565367144,1.26,0.6461023197315791,False,1,STATION_KEEPING,4,pulsed,0.3876484697925528,0.01,1.0,1.0,60.0
1200,12,44,train,0.9339745103990972,299.98,4.580794084899853,1.24,0.5214230062158255,False,1,STATION_KEEPING,4,pulsed,0.31283294680924667,0.01,1.0,1.0,60.0
1201,12,45,train,0.7554346664024465,299.98,15.00575153026478,1.24,0.4126777198172949,False,1,STATION_KEEPING,4,pulsed,0.24759012478158424,0.01,1.0,1.0,60.0
1202,12,46,train,1.457594496464215,476.84,3.81891878803769,91.31,1.0291380659213258,False,1,STATION_KEEPING,4,pulsed,0.98146839070785,0.01,1.0,1.0,60.0
1203,12,47,train,1.3075152433713788,476.8,3.5944320288296323,91.34,0.8722587589615501,False,1,STATION_KEEPING,4,pulsed,0.8317859525457343,0.01,1.0,1.0,60.0
1204,12,48,train,1.261532379211199,475.78,3.77610354955206,92.39,0.7566735736653546,False,1,STATION_KEEPING,4,pulsed,0.7200203057570048,0.01,1.0,1.0,60.0
1205,12,49,train,0.8791961380480964,476.83,4.372146897988257,91.33,0.6076626228518776,False,1,STATION_KEEPING,4,pulsed,0.5795035369089215,0.01,1.0,1.0,60.0
1206,12,50,train,0.7630385770633594,474.59,3.5487536988751653,93.53,0.5015032474405493,False,1,STATION_KEEPING,4,pulsed,0.4760168524056206,0.01,1.0,1.0,60.0
1207,12,51,train,0.5990098655687359,476.78,3.7024032802404263,91.32,0.3949804997240997,False,1,STATION_KEEPING,4,pulsed,0.37663760531691254,0.01,1.0,1.0,60.0
1208,12,52,train,0.9738283853383236,0.04,,19.46,1.1769895917725024,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1209,12,53,train,0.7471023852398375,30.11,1.3471709863184873,11.51,0.9215510990183408,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1210,12,54,train,1.1249589121536991,205.94,5.841194698897083,1.3,0.6386428640432451,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1211,12,55,train,1.1939327173838246,745.9300000000001,18.07998399610193,1.27,0.6349306479891762,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1212,12,56,train,0.0,2259.74,6.246474210828976,1.23,0.2748635337738608,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
1213,12,57,train,1.058548184831074,1375.33,2.5628595763027096,89.29,0.9483084435379532,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
1214,12,58,train,0.0,0.0,,,0.0,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
1215,12,59,train,1.1815363489002653,1087.95,17.2239020124645,1.27,0.6161611794254862,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1216,12,60,train,0.8940543601771789,199.43,3.672050904221472,6.13,0.8503853074660469,False,1,PHASE_ADJUSTMENT,2,continuous,0.3391846837359075,0.1,10.0,10.0,300.0
1217,12,61,train,0.9046122612354528,43.41,17.54519641385307,138.5,0.9171696786437632,True,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1218,12,62,train,0.5517740446023409,0.0,,1.55,0.6694523497031285,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1219,12,63,train,0.8096438988357926,205.95,4.878439325410056,1.27,0.4994603064381039,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1220,12,64,train,0.9293666672619548,745.94,21.82560307181405,1.29,0.5028847454283002,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1221,12,65,train,0.0,248.16,1.058478797266475,1.16,0.1344119282407851,True,0,STATION_KEEPING,4,pulsed,0.06671132822446646,0.01,1.0,1.0,60.0
1222,12,66,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1223,12,67,train,0.0,0.0,,,0.0,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
1224,12,68,train,0.0,0.0,,,0.0,False,0,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1225,12,69,train,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1226,12,70,train,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1227,12,71,train,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1228,12,72,train,0.0,0.0,,,0.0,False,0,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1229,12,73,train,0.0,0.0,,,0.0,True,0,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1230,12,74,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1231,12,75,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1232,12,76,train,0.0,0.0,,,0.0,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
1233,12,77,train,0.0,0.0,,,0.0,False,0,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1234,12,78,train,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1235,12,79,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1236,12,80,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1237,12,81,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1238,12,82,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1239,12,83,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1240,12,84,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1241,12,85,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1242,12,86,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1243,12,87,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1244,12,88,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1245,12,89,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1246,12,90,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1247,12,91,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1248,12,92,train,0.0,0.0,,,0.0,True,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1249,12,93,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1250,12,94,train,0.0,0.0,,,0.0,True,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1251,12,95,train,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1252,12,96,train,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1253,12,97,train,0.0,0.0,,,0.0,False,0,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1254,12,98,train,0.0,0.0,,,0.0,False,0,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1255,12,99,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1256,12,100,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1257,12,101,train,0.0,0.0,,,0.0,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
1258,12,102,train,0.0,0.0,,,0.0,False,0,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1259,12,103,train,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1260,12,104,train,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1261,12,105,train,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1262,12,106,train,0.0,0.0,,,0.0,False,0,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1263,12,107,train,0.0,0.0,,,0.0,False,0,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1264,12,108,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1265,12,109,train,0.0,0.0,,,0.0,False,0,STATION_KEEPING,4,pulsed,0.01,0.01,1.0,1.0,60.0
1266,12,110,train,0.0,0.0,,,0.0,False,0,ATTITUDE_CONTROL,9,pulsed,0.001,0.001,0.1,0.1,10.0
1267,12,111,train,0.0,0.0,,,0.0,False,0,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1268,12,112,train,0.0,0.0,,,0.0,False,0,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1269,13,1,test,2.3386888504406023,299.96,3.678691462725826,1.23,1.1371543683513023,True,1,STATION_KEEPING,4,pulsed,0.6822016486613133,0.01,1.0,1.0,60.0
1270,13,2,test,1.9319998723002385,299.98,2.7367040728196144,1.23,0.9646141881539402,False,1,STATION_KEEPING,4,pulsed,0.5787299283248379,0.01,1.0,1.0,60.0
1271,13,3,test,1.9014892876054976,300.02,7.594747287276038,1.19,0.8230940970089703,True,1,STATION_KEEPING,4,pulsed,0.4938893819692625,0.01,1.0,1.0,60.0
1272,13,4,test,1.2741842190184849,299.98,34.83917977024672,1.22,0.6740197889168732,False,1,STATION_KEEPING,4,pulsed,0.4043849125585673,0.01,1.0,1.0,60.0
1273,13,5,test,0.990473920966445,299.97,147.1950832723618,1.24,0.5456639403597193,False,1,STATION_KEEPING,4,pulsed,0.32736562437941,0.01,1.0,1.0,60.0
1274,13,6,test,0.8492664348338669,300.01,3.214027361710606,1.2,0.4259705324775108,False,1,STATION_KEEPING,4,pulsed,0.25559083889715606,0.01,1.0,1.0,60.0
1275,13,7,test,1.5890872370765503,474.63,3.8014310672324,93.46,1.064359151400044,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
1276,13,8,test,1.714461989459848,476.79,3.664027130695912,91.26,0.9132666822463624,False,1,STATION_KEEPING,4,pulsed,0.8708728428564863,0.01,1.0,1.0,60.0
1277,13,9,test,1.4374150188473716,476.82,3.823854047825644,91.27,0.7658391877583336,False,1,STATION_KEEPING,4,pulsed,0.7303348830138572,0.01,1.0,1.0,60.0
1278,13,10,test,1.0189096721846378,475.71,3.669168841172569,92.39,0.6420631761149509,False,1,STATION_KEEPING,4,pulsed,0.6108717470192865,0.01,1.0,1.0,60.0
1279,13,11,test,0.9585507435843984,476.87,3.829932411532059,91.24,0.5171722294472975,False,1,STATION_KEEPING,4,pulsed,0.49324784211306544,0.01,1.0,1.0,60.0
1280,13,12,test,0.648016154672654,476.88,3.982613420437808,91.28,0.402982836107421,False,1,STATION_KEEPING,4,pulsed,0.3843489097658139,0.01,1.0,1.0,60.0
1281,13,13,test,0.0,0.0,,,0.0,False,0,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1282,13,14,test,1.253477580796533,38.11,1.4729517451397705,2.43,1.4416406662377008,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1283,13,15,test,1.8958035068105203,205.95,5.178027447642237,1.23,1.016936219407196,True,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1284,13,16,test,1.7656356803599331,745.97,18.068481734173776,1.22,0.9934815306683528,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1285,13,17,test,0.0,2215.53,9.15273301437863,3.87,0.4631993682769592,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
1286,13,18,test,1.91771227934274,1523.7,1.7532656874810588,3.45,1.3289163697936142,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
1287,13,19,test,1.2338942323528754,206.2,3.902332289173053,9.46,1.4908118971080078,False,1,ATTITUDE_CONTROL,9,pulsed,0.1,0.001,0.1,0.1,10.0
1288,13,20,test,1.8479607361940944,1079.97,4.795413670308601,1.23,0.8963617775955913,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1289,13,21,test,1.3108436289844403,302.38,144.12951926447155,1.31,0.9869697452719172,False,1,PHASE_ADJUSTMENT,2,continuous,0.5968798231506446,0.1,10.0,10.0,300.0
1290,13,22,test,1.0328167709921052,144.48,10.419883322387344,38.48,1.2793808300848637,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1291,13,23,test,1.003388270446467,43.66,1.7787443594265402,1.37,1.063542348320799,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1292,13,24,test,1.126931017971224,205.94,6.171325531832251,1.25,0.7502397703525587,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1293,13,25,test,1.2920780597964447,745.99,16.23997766894376,1.22,0.7416519541222333,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
1294,13,26,test,0.0,2340.89,10.442581331154022,1.18,0.3458252747265516,False,0,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
1295,13,27,test,1.0847147456348896,1444.46,1.5956065575641596,3.17,1.01832701899442,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0
1296,13,28,test,0.9562250591320351,224.29,3.575674029775913,1.44,1.1426237512677035,False,1,ATTITUDE_CONTROL,9,pulsed,0.1,0.001,0.1,0.1,10.0
1297,13,29,test,1.2727341007553084,995.99,2.166254263620939,1.21,0.6777617402455846,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0
1298,13,30,test,1.0496604265142824,310.63,4.525993112946366,1.37,0.7776930279322007,False,1,PHASE_ADJUSTMENT,2,continuous,0.483149570533159,0.1,10.0,10.0,300.0
1299,13,31,test,0.7558032853035869,98.11,10.53475757582688,53.45,0.9162006094774948,False,1,PHASE_ADJUSTMENT,2,continuous,0.179776883591674,0.1,10.0,10.0,300.0
1300,13,32,test,0.7281858522518936,9.11,1.349473393396868,1.43,0.78963688060625,False,1,PHASE_ADJUSTMENT,2,continuous,0.1,0.1,10.0,10.0,300.0
1301,13,33,test,0.9299304065450668,205.96,5.174337106050732,1.22,0.5617440480604129,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0
